geolocation_city,product_category_name,total_orders
são josé da tapera,fashion_bolsas_e_acessorios,1
são josé da vitória,bebes,2
são josé de mipibu,beleza_saude,4
são josé de ribamar,telefonia,48
são josé de ubá,cama_mesa_banho,7
são josé do barreiro,beleza_saude,4
são josé do belmonte,cama_mesa_banho,4
são josé do calçado,cama_mesa_banho,4
são josé do campestre,telefonia,1
são josé do cedro,cama_mesa_banho,45
são josé do cerrito,brinquedos,3
são josé do divino,relogios_presentes,2
são josé do egito,utilidades_domesticas,24
são josé do goiabal,beleza_saude,3
são josé do hortêncio,beleza_saude,3
são josé do norte,cama_mesa_banho,96
são josé do ouro,brinquedos,8
são josé do rio claro,automotivo,15
são josé do rio pardo,cama_mesa_banho,518
são josé do rio preto,cama_mesa_banho,952
são josé do turvo,bebes,1
são josé do vale do rio preto,cama_mesa_banho,80
são josé do xingu,cama_mesa_banho,1
são josé dos campos,beleza_saude,1629
são josé dos pinhais,moveis_decoracao,232
são josé dos quatro marcos,casa_construcao,13
são joão,informatica_acessorios,42
são joão batista,esporte_lazer,72
são joão batista do glória,automotivo,4
são joão d'aliança,cama_mesa_banho,9
são joão da barra,automotivo,66
são joão da boa vista,cama_mesa_banho,360
são joão da mata,moveis_decoracao,6
são joão da ponte,utilidades_domesticas,6
são joão da urtiga,cool_stuff,4
são joão das missões,artigos_de_festas,1
são joão de iracema,brinquedos,4
são joão de meriti,informatica_acessorios,192
são joão de pirabas,bebes,1
são joão del rei,utilidades_domesticas,196
são joão do itaperiú,telefonia,1
são joão do ivaí,moveis_decoracao,1
são joão do manhuaçu,esporte_lazer,7
são joão do manteninha,moveis_sala,6
são joão do oriente,automotivo,3
são joão do paraíso,cool_stuff,9
são joão do piauí,moveis_decoracao,21
são joão do sul,bebes,4
são joão do triunfo,moveis_decoracao,14
são joão dos patos,automotivo,7
são joão evangelista,bebes,8
são joão nepomuceno,utilidades_domesticas,162
são leopoldo,moveis_decoracao,149
são lourenço,beleza_saude,427
são lourenço da mata,bebes,8
são lourenço da serra,informatica_acessorios,48
são lourenço do oeste,cama_mesa_banho,42
são lourenço do sul,moveis_decoracao,58
são ludgero,eletroportateis,20
são luiz do norte,cool_stuff,3
são luiz do paraitinga,alimentos,11
são luiz gonzaga,cama_mesa_banho,128
são luís,informatica_acessorios,430
são luís de montes belos,ferramentas_jardim,54
são luís do curu,beleza_saude,2
são luís do quitunde,beleza_saude,8
são mamede,fashion_bolsas_e_acessorios,5
são manuel,automotivo,99
são marcos,bebes,30
são martinho,bebes,9
são mateus,eletronicos,101
são mateus do maranhão,automotivo,8
são mateus do sul,ferramentas_jardim,125
são miguel,relogios_presentes,4
são miguel arcanjo,brinquedos,44
são miguel das matas,moveis_escritorio,3
são miguel do anta,moveis_decoracao,5
são miguel do araguaia,cama_mesa_banho,24
são miguel do gostoso,cool_stuff,2
são miguel do guamá,beleza_saude,14
são miguel do guaporé,cama_mesa_banho,12
são miguel do iguaçu,esporte_lazer,27
são miguel do oeste,esporte_lazer,767
são miguel do tapuio,automotivo,1
são miguel dos campos,informatica_acessorios,8
são paulo,cama_mesa_banho,19616
são paulo das missões,eletroportateis,4
são paulo do potengi,brinquedos,2
são pedro,cama_mesa_banho,80
são pedro da aldeia,beleza_saude,112
são pedro da união,cama_mesa_banho,4
são pedro da água branca,perfumaria,3
são pedro de alcântara,moveis_decoracao,3
são pedro do butiá,beleza_saude,3
são pedro do iguaçu,automotivo,2
são pedro do ivaí,automotivo,5
são pedro do sul,fashion_calcados,11
são pedro do turvo,ferramentas_jardim,5
são pedro dos ferros,relogios_presentes,10
são rafael,eletronicos,1
são raimundo nonato,consoles_games,33
são romão,moveis_decoracao,8
são roque,cool_stuff,126
são roque de minas,eletroportateis,13
são roque do canaã,cama_mesa_banho,10
são sebastião,utilidades_domesticas,114
são sebastião da amoreira,esporte_lazer,5
são sebastião da boa vista,cama_mesa_banho,8
são sebastião da grama,informatica_acessorios,20
são sebastião do alto,moveis_escritorio,2
são sebastião do caí,utilidades_domesticas,96
são sebastião do maranhão,cool_stuff,1
são sebastião do paraíso,relogios_presentes,282
são sebastião do passe,bebes,9
são sebastião do passé,bebes,3
são sebastião do rio verde,automotivo,4
são sepé,beleza_saude,28
são simão,beleza_saude,21
são thomé das letras,moveis_decoracao,8
são tiago,beleza_saude,9
são tomás de aquino,utilidades_domesticas,6
são tomé,bebes,2
são valentim,informatica_acessorios,1
são vendelino,cama_mesa_banho,1
são vicente,cama_mesa_banho,512
são vicente ferrer,cool_stuff,2
sãopaulo,moveis_decoracao,6
sério,artigos_de_natal,1
sítio do quinto,telefonia,3
tabapora,automotivo,11
tabaporã,automotivo,4
tabapua,cool_stuff,102
tabapuã,cool_stuff,16
tabatinga,bebes,63
tabira,automotivo,88
taboao da serra,cama_mesa_banho,2576
tabocas do brejo velho,cool_stuff,13
taboão da serra,cama_mesa_banho,527
tabuleiro,cama_mesa_banho,22
tabuleiro do norte,informatica_acessorios,30
tacaratu,fashion_calcados,13
taciba,ferramentas_jardim,26
tacuru,ferramentas_jardim,14
taguai,utilidades_domesticas,207
taguatinga,cama_mesa_banho,81
taguaí,utilidades_domesticas,45
taiacu,cama_mesa_banho,22
taiaçu,cama_mesa_banho,4
tailandia,cool_stuff,42
tailândia,cool_stuff,16
taio,cama_mesa_banho,240
taiobeiras,automotivo,218
taiuva,telefonia_fixa,140
taió,cama_mesa_banho,64
taiúva,telefonia_fixa,35
taliandia,cool_stuff,1
tamandare,fashion_bolsas_e_acessorios,13
tamandaré,fashion_bolsas_e_acessorios,4
tamarana,informatica_acessorios,54
tambau,casa_construcao,231
tambaú,casa_construcao,42
tamboara,brinquedos,15
tamboril,brinquedos,1
tamoios (cabo frio),esporte_lazer,1
tanabi,ferramentas_jardim,303
tangara,esporte_lazer,32
tangara da serra,cool_stuff,567
tangará,esporte_lazer,8
tangará da serra,cool_stuff,174
tangua,automotivo,45
tanguá,automotivo,20
tanhacu,fashion_calcados,9
tanhaçu,fashion_calcados,3
tanque d'arca,telefonia,8
tanque novo,bebes,18
taparuba,informatica_acessorios,9
tapejara,utilidades_domesticas,288
tapera,beleza_saude,42
taperuaba,bebidas,4
tapes,informatica_acessorios,114
tapinas,ferramentas_jardim,6
tapirai,brinquedos,12
tapiramuta,artes,22
tapiramutá,artes,3
tapiratiba,cool_stuff,146
tapiraí,brinquedos,8
tapuirama,bebes,1
tapurah,esporte_lazer,44
taquara,informatica_acessorios,506
taquaracu de minas,bebes,8
taquarana,cool_stuff,4
taquaraçu de minas,bebes,2
taquari,brinquedos,309
taquaritinga,esporte_lazer,1686
taquaritinga do norte,cama_mesa_banho,132
taquarituba,cool_stuff,630
taquarivai,bebes,18
taquarivaí,bebes,3
taquarucu do sul,moveis_decoracao,6
taquaruçu do sul,moveis_decoracao,2
tarabai,bebes,31
taruma,automotivo,136
tarumirim,fashion_bolsas_e_acessorios,50
tarumã,automotivo,18
tatui,informatica_acessorios,987
tatuí,informatica_acessorios,199
taua,relogios_presentes,111
taubate,beleza_saude,3250
taubaté,beleza_saude,654
tauá,relogios_presentes,3
tavares,moveis_decoracao,23
tecainda,automotivo,2
teixeira,fashion_bolsas_e_acessorios,13
teixeira de freitas,moveis_decoracao,370
teixeira soares,bebes,48
teixeiras,esporte_lazer,128
tejupa,artigos_de_natal,9
tejupá,artigos_de_natal,2
telemaco borba,cama_mesa_banho,243
telha,telefonia,1
telêmaco borba,cama_mesa_banho,37
tenente ananias,esporte_lazer,10
tenente portela,cama_mesa_banho,54
teodoro sampaio,brinquedos,151
teofilandia,cama_mesa_banho,24
teofilo otoni,automotivo,1457
teofilândia,cama_mesa_banho,4
teolandia,beleza_saude,7
teolândia,beleza_saude,5
teotonio vilela,moveis_decoracao,120
teotônio vilela,moveis_decoracao,48
terenos,informatica_acessorios,18
teresina,brinquedos,1188
teresina de goias,papelaria,6
teresina de goiás,papelaria,2
teresopolis,moveis_decoracao,906
teresópolis,moveis_decoracao,185
terezinha,cama_mesa_banho,4
termas de ibira,informatica_acessorios,1
terra boa,automotivo,49
terra de areia,automotivo,23
terra nova,cool_stuff,10
terra nova do norte,brinquedos,24
terra rica,automotivo,80
terra roxa,eletronicos,91
teutonia,ferramentas_jardim,535
teutônia,ferramentas_jardim,95
teófilo otoni,automotivo,290
tiangua,bebes,73
tianguá,bebes,13
tibagi,bebes,38
tibau do sul,ferramentas_jardim,15
tiete,ferramentas_jardim,2133
tietê,ferramentas_jardim,486
tijucas,esporte_lazer,704
timbauba,beleza_saude,47
timbaúba,beleza_saude,5
timbe do sul,brinquedos,14
timbo,eletrodomesticos_2,856
timburi,bebes,21
timbé do sul,brinquedos,2
timbó,eletrodomesticos_2,168
timon,esporte_lazer,104
timoteo,cama_mesa_banho,1330
timóteo,cama_mesa_banho,281
tiradentes,cama_mesa_banho,188
tiradentes do sul,informatica_acessorios,12
tiros,cama_mesa_banho,34
tobias barreto,telefonia,86
tocantinopolis,telefonia,204
tocantins,cool_stuff,58
tocantinópolis,telefonia,28
tocos,cool_stuff,2
tocos do moji,ferramentas_jardim,7
toledo,telefonia,693
tomar do geru,esporte_lazer,9
tomazina,cama_mesa_banho,66
tombos,automotivo,33
tome-acu,telefonia,7
tomé-açu,telefonia,1
tomé-açú,telefonia,2
toritama,relogios_presentes,80
toropi,automotivo,7
torres,alimentos_bebidas,699
torrinha,brinquedos,64
trabiju,telefonia,7
tracuateua,telefonia,4
tracunhaem,esporte_lazer,7
tracunhaém,esporte_lazer,2
traipu,brinquedos,6
trairi,papelaria,30
trajano de moraes,beleza_saude,33
trajano de morais,beleza_saude,9
tramandai,cama_mesa_banho,1290
tramandaí,cama_mesa_banho,192
trancoso,eletronicos,50
travessao,beleza_saude,2
travesseiro,construcao_ferramentas_jardim,3
tremembe,esporte_lazer,1656
tremembé,esporte_lazer,312
tres arroios,perfumaria,10
tres barras,utilidades_domesticas,62
tres cachoeiras,moveis_decoracao,275
tres coracoes,informatica_acessorios,3014
tres coroas,brinquedos,84
tres de maio,bebes,182
tres forquilhas,informatica_acessorios,3
tres fronteiras,moveis_decoracao,60
tres irmaos,cama_mesa_banho,2
tres lagoas,moveis_decoracao,139
tres marias,construcao_ferramentas_jardim,238
tres passos,utilidades_domesticas,273
tres pontas,informatica_acessorios,669
tres rios,cama_mesa_banho,107
treviso,beleza_saude,6
treze tilias,telefonia,192
treze tílias,telefonia,60
trindade,beleza_saude,244
trindade do sul,cama_mesa_banho,38
triunfo,automotivo,104
trombas,telefonia,10
trombudo central,cama_mesa_banho,25
três arroios,perfumaria,1
três barras,utilidades_domesticas,10
três cachoeiras,moveis_decoracao,55
três corações,informatica_acessorios,396
três coroas,brinquedos,25
três de maio,bebes,36
três fronteiras,moveis_decoracao,18
três lagoas,brinquedos,37
três marias,construcao_ferramentas_jardim,64
três passos,utilidades_domesticas,69
três pontas,informatica_acessorios,126
três rios,cama_mesa_banho,33
tubarao,esporte_lazer,931
tubarão,esporte_lazer,160
tucano,beleza_saude,111
tucuma,automotivo,41
tucumã,automotivo,11
tucunduva,cool_stuff,27
tucurui,utilidades_domesticas,125
tucuruí,utilidades_domesticas,40
tuiuti,relogios_presentes,13
tumiritinga,relogios_presentes,10
tunapolis,moveis_decoracao,10
tunas do parana,beleza_saude,9
tunas do paraná,beleza_saude,1
tunápolis,moveis_decoracao,1
tupa,informatica_acessorios,1124
tupaciguara,cama_mesa_banho,152
tupancireta,beleza_saude,192
tupanciretã,beleza_saude,39
tupandi,brinquedos,40
tuparece,telefonia,1
tuparendi,beleza_saude,30
tuparetama,esporte_lazer,14
tupassi,eletronicos,23
tupi paulista,beleza_saude,196
tupã,informatica_acessorios,233
tupãssi,eletronicos,11
turmalina,cool_stuff,166
tururu,relogios_presentes,7
turvania,esporte_lazer,7
turvo,fashion_bolsas_e_acessorios,43
turvolandia,beleza_saude,10
turvolândia,beleza_saude,4
tutoia,brinquedos,72
tutóia,brinquedos,12
uaua,beleza_saude,34
uauá,beleza_saude,8
uba,cama_mesa_banho,3453
ubai,informatica_acessorios,8
ubaira,ferramentas_jardim,26
ubaitaba,esporte_lazer,35
ubajara,utilidades_domesticas,150
ubaporanga,moveis_decoracao,111
ubata,construcao_ferramentas_construcao,123
ubatuba,cama_mesa_banho,7997
ubatã,construcao_ferramentas_construcao,30
ubaí,informatica_acessorios,2
ubaíra,ferramentas_jardim,8
uberaba,informatica_acessorios,1277
uberlandia,beleza_saude,15404
uberlândia,beleza_saude,3371
ubirajara,moveis_sala,17
ubirata,beleza_saude,81
ubiratã,beleza_saude,22
ubá,cama_mesa_banho,330
uchoa,bebes,98
uibai,automotivo,17
uibaí,automotivo,5
uirauna,fashion_bolsas_e_acessorios,26
uiraúna,fashion_bolsas_e_acessorios,8
ulianopolis,beleza_saude,23
ulianópolis,beleza_saude,2
umbauba,eletronicos,26
umbaúba,eletronicos,3
umburanas,automotivo,9
umburatiba,informatica_acessorios,13
umuarama,informatica_acessorios,394
una,bebes,33
unai,beleza_saude,2754
unaí,beleza_saude,462
uniao,brinquedos,10
uniao da serra,brinquedos,4
uniao da vitoria,moveis_decoracao,3610
uniao de minas,beleza_saude,12
uniao do oeste,telefonia,4
uniao do sul,fashion_calcados,15
unistalda,beleza_saude,4
união,brinquedos,2
união da serra,brinquedos,1
união da vitória,moveis_decoracao,475
união de minas,beleza_saude,1
união do oeste,telefonia,2
união do sul,fashion_calcados,1
upanema,livros_interesse_geral,21
urai,cama_mesa_banho,43
urandi,beleza_saude,36
urania,esporte_lazer,117
uraí,cama_mesa_banho,8
urbano santos,automotivo,20
uruacu,ferramentas_jardim,396
uruana,informatica_acessorios,54
uruana de minas,telefonia,11
uruara,cool_stuff,74
uruará,cool_stuff,6
uruaçu,ferramentas_jardim,80
urubici,ferramentas_jardim,92
uruburetama,beleza_saude,8
urucania,cama_mesa_banho,35
urucuca,beleza_saude,31
urucui,cama_mesa_banho,46
urucuia,cool_stuff,10
urucurituba,eletrodomesticos,5
urucânia,cama_mesa_banho,5
uruguaiana,beleza_saude,700
uruoca,cama_mesa_banho,7
urupa,cama_mesa_banho,7
urupes,pet_shop,134
urupá,cama_mesa_banho,2
urupês,pet_shop,24
urussanga,esporte_lazer,134
urutai,fashion_bolsas_e_acessorios,11
urutaí,fashion_bolsas_e_acessorios,2
uruçuca,beleza_saude,5
uruçuí,cama_mesa_banho,18
urânia,esporte_lazer,21
utinga,cool_stuff,31
vacaria,cama_mesa_banho,1340
valao do barro,cama_mesa_banho,1
vale do sol,telefonia,5
vale real,beleza_saude,21
valenca,cama_mesa_banho,1661
valenca do piaui,automotivo,24
valente,esporte_lazer,135
valentim gentil,bebes,56
valença,cama_mesa_banho,238
valença do piauí,automotivo,7
valinhos,cama_mesa_banho,1699
valparaiso,telefonia,238
valparaiso de goias,informatica_acessorios,276
valparaíso,telefonia,40
valparaíso de goiás,moveis_decoracao,83
vanini,papelaria,12
vargeao,brinquedos,15
vargem,cama_mesa_banho,26
vargem alegre,construcao_ferramentas_construcao,24
vargem alta,utilidades_domesticas,64
vargem bonita,cama_mesa_banho,28
vargem grande,cama_mesa_banho,28
vargem grande do rio pardo,automotivo,14
vargem grande do soturno,cama_mesa_banho,4
vargem grande do sul,cama_mesa_banho,422
vargem grande paulista,cama_mesa_banho,2720
vargeão,brinquedos,2
varginha,utilidades_domesticas,505
varjao de minas,papelaria,14
varjota,beleza_saude,72
varjão de minas,papelaria,6
varre-sai,relogios_presentes,62
varzea,esporte_lazer,3
varzea alegre,eletrodomesticos,38
varzea da palma,automotivo,96
varzea do poco,perfumaria,12
varzea grande,esporte_lazer,127
varzea nova,eletrodomesticos,14
varzea paulista,cama_mesa_banho,484
varzedo,ferramentas_jardim,6
varzelandia,esporte_lazer,22
varzelândia,esporte_lazer,12
vassouras,cama_mesa_banho,1953
vazante,automotivo,520
venancio aires,esporte_lazer,1280
venda branca,automotivo,2
venda nova do imigrante,cama_mesa_banho,472
venda nova do imigrante-es,cama_mesa_banho,4
ventania,alimentos,32
venturosa,pcs,20
venâncio aires,esporte_lazer,288
vera,brinquedos,19
vera cruz,esporte_lazer,214
vera cruz do oeste,cool_stuff,33
veranopolis,moveis_decoracao,828
veranópolis,moveis_decoracao,192
vere,automotivo,19
vereda,brinquedos,3
verissimo,automotivo,5
vermelho,informatica_acessorios,1
vermelho novo,telefonia,13
vertentes,esporte_lazer,17
verê,automotivo,3
veríssimo,automotivo,2
vespasiano,cama_mesa_banho,2625
vespasiano correa,cool_stuff,5
viamao,esporte_lazer,418
viamão,cama_mesa_banho,111
viana,informatica_acessorios,180
vianopolis,relogios_presentes,38
vianópolis,relogios_presentes,12
vicencia,beleza_saude,15
vicentina,eletrodomesticos_2,14
vicentinopolis,fashion_calcados,21
vicentinópolis,fashion_calcados,7
vicosa,cama_mesa_banho,6898
vicosa do ceara,telefonia,32
victor graeff,bebes,15
videira,automotivo,1964
vieiras,beleza_saude,9
vigia,beleza_saude,22
vila bela da santissima trindade,telefonia,16
vila bela da santssima trindade,telefonia,1
vila bela da santíssima trindade,telefonia,3
vila dos cabanos,artes,2
vila flor,moveis_decoracao,5
vila flores,beleza_saude,5
vila langaro,cama_mesa_banho,8
vila lângaro,cama_mesa_banho,2
vila muriqui,beleza_saude,64
vila nelita,esporte_lazer,4
vila nova,alimentos,7
vila nova do sul,beleza_saude,10
vila pereira,cama_mesa_banho,4
vila reis,brinquedos,3
vila rica,ferramentas_jardim,128
vila sao francisco,cama_mesa_banho,1
vila valerio,fashion_bolsas_e_acessorios,56
vila valério,fashion_bolsas_e_acessorios,18
vila velha,esporte_lazer,5280
vilhena,moveis_decoracao,260
vinhedo,esporte_lazer,1164
viradouro,esporte_lazer,721
virgem da lapa,beleza_saude,39
virginia,esporte_lazer,32
virginopolis,automotivo,165
virginópolis,automotivo,45
virgolandia,beleza_saude,15
virgolândia,beleza_saude,6
virgínia,esporte_lazer,3
visconde de maua,cama_mesa_banho,6
visconde do rio branco,cama_mesa_banho,736
viseu,relogios_presentes,16
vista alegre,esporte_lazer,5
vista alegre do alto,beleza_saude,42
vitoria,cama_mesa_banho,8178
vitoria da conquista,beleza_saude,798
vitoria das missoes,moveis_decoracao,14
vitoria de santo antao,beleza_saude,103
vitoria do jari,consoles_games,5
vitoria do mearim,informatica_acessorios,19
vitorino,fashion_bolsas_e_acessorios,11
vitorino freire,informatica_acessorios,72
vitorinos,beleza_saude,1
vitorinos - alto rio doce,beleza_saude,1
vitória,cama_mesa_banho,1625
vitória da conquista,beleza_saude,168
vitória das missões,moveis_decoracao,2
vitória de santo antão,beleza_saude,17
vitória do jari,consoles_games,1
vitória do mearim,informatica_acessorios,6
viçosa,cama_mesa_banho,933
viçosa do ceará,telefonia,7
volta grande,consoles_games,24
volta redonda,cama_mesa_banho,2173
votorantim,moveis_decoracao,1007
votuporanga,cama_mesa_banho,1244
várzea,esporte_lazer,1
várzea alegre,eletrodomesticos,9
várzea da palma,automotivo,19
várzea do poço,perfumaria,2
várzea grande,automotivo,36
várzea nova,eletrodomesticos,3
várzea paulista,cama_mesa_banho,81
wagner,bebes,9
wanderley,beleza_saude,14
wenceslau braz,moveis_decoracao,243
wenceslau guimaraes,automotivo,9
wenceslau guimarães,automotivo,4
werneck,brinquedos,10
witmarsum,construcao_ferramentas_seguranca,5
xambioa,beleza_saude,17
xambioá,beleza_saude,5
xambre,pet_shop,20
xambrê,pet_shop,6
xangri-la,cama_mesa_banho,158
xangri-lá,cama_mesa_banho,36
xangrila,cama_mesa_banho,2
xanxere,climatizacao,900
xanxerê,climatizacao,192
xapuri,bebes,14
xavantina,informatica_acessorios,6
xaxim,beleza_saude,448
xexeu,beleza_saude,2
xexéu,beleza_saude,1
xinguara,esporte_lazer,225
xique-xique,cama_mesa_banho,60
zacarias,automotivo,12
ze doca,alimentos_bebidas,29
zortea,informatica_acessorios,8
zortéa,informatica_acessorios,3
zé doca,alimentos_bebidas,3
água boa,automotivo,52
água branca,industria_comercio_e_negocios,7
água clara,artes,9
água comprida,informatica_acessorios,2
água doce,construcao_ferramentas_construcao,6
água doce do norte,beleza_saude,12
água fria de goiás,fashion_underwear_e_moda_praia,2
água preta,esporte_lazer,1
águas belas,moveis_decoracao,20
águas da prata,moveis_decoracao,28
águas de lindóia,cama_mesa_banho,170
águas de santa bárbara,automotivo,10
águas de são pedro,esporte_lazer,7
águas formosas,casa_conforto,30
águas frias,esporte_lazer,1
águas lindas de goiás,cama_mesa_banho,15
águas vermelhas,cama_mesa_banho,27
águia branca,beleza_saude,4
álvares florence,pet_shop,6
álvares machado,telefonia,46
álvaro de carvalho,automotivo,2
áurea,cama_mesa_banho,2
ângulo,utilidades_domesticas,6
érico cardoso,esporte_lazer,1
óleo,ferramentas_jardim,4
