geolocation_city,product_category_name,total_orders
jaguaruna,cama_mesa_banho,54
jaguarão,informatica_acessorios,96
jaguaré,cama_mesa_banho,27
jaiba,automotivo,138
jales,eletronicos,340
jamaica,informatica_acessorios,3
jamapara,utilidades_domesticas,13
jamapará,utilidades_domesticas,2
jambeiro,moveis_decoracao,28
jampruca,telefonia,10
janauba,cama_mesa_banho,1200
janaúba,moveis_decoracao,83
jandaia,utilidades_domesticas,24
jandaia do sul,automotivo,325
jandaira,esporte_lazer,9
jandaíra,esporte_lazer,3
jandira,cama_mesa_banho,1996
janduis,perfumaria,13
janduís,perfumaria,4
janiopolis,eletrodomesticos_2,32
janiópolis,eletrodomesticos_2,4
jansen,beleza_saude,2
januaria,moveis_escritorio,549
januária,moveis_escritorio,105
japaraiba,automotivo,4
japaratuba,cool_stuff,9
japaraíba,automotivo,1
japeri,utilidades_domesticas,249
japi,moveis_cozinha_area_de_servico_jantar_e_jardim,4
japira,beleza_saude,28
japoata,moveis_decoracao,6
japoatã,moveis_decoracao,3
japuiba,informatica_acessorios,100
japura,ferramentas_jardim,69
japurá,ferramentas_jardim,12
japuíba,informatica_acessorios,5
jaqueira,telefonia,12
jaquirana,eletronicos,10
jaragua,beleza_saude,71
jaragua do sul,moveis_decoracao,592
jaraguari,utilidades_domesticas,8
jaraguá,beleza_saude,15
jaraguá do sul,moveis_decoracao,122
jardim,automotivo,70
jardim abc de goias,telefonia,1
jardim alegre,automotivo,39
jardim de piranhas,beleza_saude,16
jardim do serido,beleza_saude,18
jardim do seridó,beleza_saude,2
jardim olinda,ferramentas_jardim,4
jardinopolis,cama_mesa_banho,924
jardinópolis,cama_mesa_banho,234
jari,esporte_lazer,10
jarinu,beleza_saude,177
jaru,esporte_lazer,160
jatai,informatica_acessorios,729
jatauba,brinquedos,6
jataí,informatica_acessorios,173
jatoba,automotivo,66
jatobá,automotivo,6
jau,beleza_saude,993
jaupaci,cama_mesa_banho,6
jauru,automotivo,29
jaíba,automotivo,28
jaú,beleza_saude,215
jeceaba,moveis_decoracao,52
jenipapo de minas,esporte_lazer,25
jequeri,relogios_presentes,28
jequia da praia,relogios_presentes,3
jequie,beleza_saude,312
jequirica,relogios_presentes,8
jequiriçá,relogios_presentes,1
jequitai,livros_interesse_geral,16
jequitaí,livros_interesse_geral,2
jequitiba,eletrodomesticos_2,9
jequitibá,eletrodomesticos_2,1
jequitinhonha,informatica_acessorios,240
jequié,beleza_saude,65
jeremoabo,casa_construcao,60
jerico,automotivo,7
jericó,automotivo,3
jeriquara,informatica_acessorios,10
jeronimo monteiro,cama_mesa_banho,30
jerônimo monteiro,cama_mesa_banho,12
jesuania,automotivo,21
jesuitas,bebes,23
jesupolis,esporte_lazer,2
jesuânia,automotivo,2
jesuítas,bebes,8
jesúpolis,esporte_lazer,1
ji-parana,moveis_decoracao,144
ji-paraná,moveis_decoracao,99
jijoca de jericoacoara,informatica_acessorios,96
jiquirica,relogios_presentes,3
jiquiriçá,relogios_presentes,8
joacaba,beleza_saude,732
joaima,beleza_saude,36
joanopolis,esporte_lazer,162
joanópolis,esporte_lazer,36
joao alfredo,cool_stuff,12
joao camara,beleza_saude,30
joao dourado,fashion_bolsas_e_acessorios,17
joao lisboa,automotivo,15
joao monlevade,cama_mesa_banho,2439
joao neiva,ferramentas_jardim,130
joao pessoa,moveis_decoracao,1593
joao pinheiro,moveis_decoracao,210
joao ramalho,fashion_bolsas_e_acessorios,20
joaquim nabuco,beleza_saude,9
joaquim pires,telefonia,8
joaquim tavora,cama_mesa_banho,195
joaquim távora,cama_mesa_banho,27
joaçaba,beleza_saude,160
joaíma,beleza_saude,10
joinville,beleza_saude,2399
jordanesia,eletrodomesticos,2
jordania,utilidades_domesticas,62
jordanésia,cama_mesa_banho,3
jordânia,utilidades_domesticas,10
jose boiteux,cama_mesa_banho,48
jose bonifacio,beleza_saude,584
jose da penha,esporte_lazer,3
jose de freitas,beleza_saude,16
joselandia,moveis_decoracao,4
joselândia,moveis_decoracao,1
josé boiteux,cama_mesa_banho,3
josé bonifácio,beleza_saude,136
josé da penha,esporte_lazer,2
josé de freitas,beleza_saude,6
joviania,cama_mesa_banho,28
joviânia,cama_mesa_banho,9
joão alfredo,cool_stuff,2
joão câmara,beleza_saude,5
joão dourado,fashion_bolsas_e_acessorios,7
joão monlevade,cama_mesa_banho,395
joão neiva,ferramentas_jardim,24
joão pessoa,moveis_decoracao,271
joão pinheiro,moveis_decoracao,87
joão ramalho,fashion_bolsas_e_acessorios,5
juara,cama_mesa_banho,112
juatuba,instrumentos_musicais,285
juazeiro,telefonia,409
juazeiro do norte,beleza_saude,161
jucas,beleza_saude,6
jucurucu,automotivo,11
jucurutu,cool_stuff,57
jucuruçu,automotivo,1
jucás,beleza_saude,4
juina,telefonia,312
juiz de fora,cama_mesa_banho,5000
julio de castilhos,automotivo,116
julio mesquita,sinalizacao_e_seguranca,28
jumirim,cama_mesa_banho,36
junco do serido,moveis_decoracao,6
junco do seridó,moveis_decoracao,3
jundiai,cama_mesa_banho,10910
jundiai do sul,beleza_saude,10
jundiaí,cama_mesa_banho,2551
jundiaí do sul,beleza_saude,3
junqueiro,beleza_saude,2
junqueiropolis,instrumentos_musicais,282
junqueirópolis,instrumentos_musicais,39
jupi,beleza_saude,11
juquia,fashion_bolsas_e_acessorios,142
juquitiba,cama_mesa_banho,760
juquiá,fashion_bolsas_e_acessorios,16
juranda,ferramentas_jardim,21
jurema,beleza_saude,1
juripiranga,moveis_sala,6
juru,telefonia,13
juruaia,perfumaria,70
juruena,automotivo,26
juruti,cama_mesa_banho,26
juscimeira,beleza_saude,15
jussara,automotivo,59
jussari,consoles_games,7
jussiape,beleza_saude,6
juti,brinquedos,13
jutí,brinquedos,4
juvenilia,telefonia,24
juvenília,telefonia,2
juína,telefonia,96
juíz de fora,cama_mesa_banho,3
júlio de castilhos,automotivo,42
júlio mesquita,sinalizacao_e_seguranca,8
kalore,construcao_ferramentas_iluminacao,14
kaloré,construcao_ferramentas_iluminacao,3
ladainha,eletroportateis,25
ladario,eletrodomesticos_2,94
ladário,eletrodomesticos_2,38
lagarto,beleza_saude,196
lages,moveis_decoracao,770
lago da pedra,bebes,38
lago norte,beleza_saude,18
lago sul,utilidades_domesticas,31
lago verde,beleza_saude,7
lagoa,beleza_saude,5
lagoa d'anta,telefonia,3
lagoa da canoa,cama_mesa_banho,3
lagoa da confusao,brinquedos,24
lagoa da confusão,brinquedos,4
lagoa da prata,cama_mesa_banho,648
lagoa de sao francisco,beleza_saude,2
lagoa de velhos,relogios_presentes,2
lagoa do carro,automotivo,11
lagoa do mato,informatica_acessorios,2
lagoa do ouro,casa_conforto,5
lagoa do piaui,perfumaria,1
lagoa dos gatos,beleza_saude,33
lagoa dos patos,cool_stuff,8
lagoa dos tres cantos,automotivo,4
lagoa dos três cantos,automotivo,1
lagoa dourada,esporte_lazer,86
lagoa formosa,eletronicos,132
lagoa grande,automotivo,40
lagoa nova,brinquedos,11
lagoa real,moveis_decoracao,6
lagoa salgada,moveis_decoracao,1
lagoa santa,utilidades_domesticas,5933
lagoa vermelha,cama_mesa_banho,474
lagoao,casa_construcao,9
lagoinha,cama_mesa_banho,20
lagoão,casa_construcao,2
laguna,cool_stuff,1750
laje do muriae,relogios_presentes,14
laje do muriaé,relogios_presentes,4
lajeado,moveis_decoracao,1174
lajeado grande,telefonia,3
lajedo,beleza_saude,180
lajinha,perfumaria,68
lamarao,relogios_presentes,1
lambari,moveis_decoracao,267
lamim,informatica_acessorios,7
lapa,beleza_saude,804
laranja da terra,esporte_lazer,17
laranjal,telefonia,33
laranjal do jari,eletronicos,68
laranjal paulista,utilidades_domesticas,900
laranjeiras do sul,ferramentas_jardim,564
laurentino,automotivo,72
lauro de freitas,beleza_saude,1050
lauro muller,beleza_saude,46
lauro müller,beleza_saude,10
lavinia,beleza_saude,28
lavras,moveis_decoracao,7140
lavras da mangabeira,automotivo,19
lavras do sul,construcao_ferramentas_ferramentas,28
lavras mg,moveis_decoracao,12
lavrinhas,brinquedos,15
lavínia,beleza_saude,7
leandro ferreira,papelaria,14
lebon regis,esporte_lazer,29
lebon régis,esporte_lazer,9
leme,cama_mesa_banho,750
lencois,ferramentas_jardim,44
lencois paulista,esporte_lazer,427
lençóis,ferramentas_jardim,6
lençóis paulista,esporte_lazer,98
leoberto leal,telefonia,10
leopoldina,esporte_lazer,1080
leopoldo de bulhoes,instrumentos_musicais,12
leopoldo de bulhões,instrumentos_musicais,3
leopolis,eletronicos,7
leópolis,eletronicos,1
liberato salzano,telefonia,16
liberdade,esporte_lazer,23
lima duarte,ferramentas_jardim,138
limeira,cama_mesa_banho,4225
limeira d oeste,cool_stuff,4
limeira do oeste,cool_stuff,68
limeira do oeste mg,cool_stuff,2
limoeiro,ferramentas_jardim,164
limoeiro do norte,bebes,270
lindoeste,fashion_bolsas_e_acessorios,11
lindoia,telefonia,82
lindoia do sul,eletronicos,13
lindolfo collor,brinquedos,14
lindóia,telefonia,16
lindóia do sul,eletronicos,2
linhares,automotivo,1052
linharesl,automotivo,2
lins,esporte_lazer,2019
livramento,beleza_saude,4
livramento de nossa senhora,informatica_acessorios,140
loanda,ferramentas_jardim,324
lobato,cama_mesa_banho,28
londrina,cama_mesa_banho,2509
lontras,consoles_games,70
lorena,esporte_lazer,1290
loreto,pcs,14
lourdes,eletroportateis,11
louveira,cama_mesa_banho,1540
lucas do rio verde,relogios_presentes,1140
lucelia,consoles_games,194
lucena,papelaria,8
lucianopolis,relogios_presentes,30
lucianópolis,relogios_presentes,6
lucélia,consoles_games,40
luis antonio,moveis_decoracao,216
luis correia,esporte_lazer,16
luis eduardo magalhaes,moveis_decoracao,1560
luisburgo,utilidades_domesticas,18
luiz alves,moveis_escritorio,66
luiziana,esporte_lazer,18
luiziania,construcao_ferramentas_jardim,27
luiziânia,construcao_ferramentas_jardim,4
luizlandia do oeste,informatica_acessorios,9
luizlândia do oeste,informatica_acessorios,3
luminarias,beleza_saude,21
luminárias,beleza_saude,4
lunardelli,bebes,14
lupercio,beleza_saude,16
lupionopolis,casa_construcao,21
lupionópolis,casa_construcao,4
lupércio,beleza_saude,1
lutecia,bebes,16
lutécia,bebes,2
luz,eletronicos,96
luziania,livros_interesse_geral,65
luzilandia,beleza_saude,30
luzilândia,beleza_saude,5
luziânia,livros_interesse_geral,15
luís antônio,moveis_decoracao,27
luís correia,esporte_lazer,5
luís eduardo magalhães,moveis_decoracao,336
macae,cama_mesa_banho,2163
macaiba,beleza_saude,68
macambara,beleza_saude,8
macambira,esporte_lazer,4
macapa,informatica_acessorios,621
macaparana,informatica_acessorios,17
macapá,informatica_acessorios,155
macatuba,moveis_decoracao,606
macau,alimentos_bebidas,54
macaubal,brinquedos,45
macaubas,utilidades_domesticas,276
macaé,cama_mesa_banho,411
macaíba,beleza_saude,18
macaúbas,utilidades_domesticas,66
macedonia,cama_mesa_banho,16
macedônia,cama_mesa_banho,3
maceia³,eletronicos,2
maceio,esporte_lazer,2402
maceió,esporte_lazer,521
machacalis,telefonia,41
machadinho,instrumentos_musicais,8
machadinho d oeste,artes,2
machadinho d'oeste,artes,31
machadinho doeste,artes,1
machado,beleza_saude,808
machados,pet_shop,11
macieira,moveis_decoracao,6
macuco,cool_stuff,37
macuco de minas,relogios_presentes,5
madalena,cool_stuff,7
madre de deus,bebes,44
madre de deus de minas,construcao_ferramentas_construcao,32
mae d'agua,telefonia,4
mae do rio,beleza_saude,26
mafra,utilidades_domesticas,1302
magalhaes de almeida,relogios_presentes,5
magalhães de almeida,relogios_presentes,4
magda,automotivo,23
mage,cama_mesa_banho,1159
magé,cama_mesa_banho,192
maiquinique,bebes,16
mairi,cama_mesa_banho,54
mairinque,cama_mesa_banho,996
mairipora,utilidades_domesticas,4020
mairiporã,utilidades_domesticas,690
major vieira,cool_stuff,17
malacacheta,cama_mesa_banho,201
malhador,beleza_saude,10
mallet,beleza_saude,106
mamanguape,moveis_escritorio,172
mambai,cool_stuff,39
mambaí,cool_stuff,8
mambore,telefonia,96
mamborê,telefonia,22
mamonas,casa_conforto,9
manaira,beleza_saude,9
manaus,informatica_acessorios,515
manaíra,beleza_saude,4
mandaguacu,bebes,68
mandaguari,esporte_lazer,840
mandaguaçu,bebes,19
mandirituba,moveis_escritorio,33
manduri,esporte_lazer,46
manfrinopolis,esporte_lazer,3
manga,cama_mesa_banho,80
mangaratiba,beleza_saude,380
mangueirinha,cool_stuff,118
manhuacu,beleza_saude,5057
manhuaçu,beleza_saude,988
manhumirim,esporte_lazer,306
manoel ribas,pet_shop,42
manoel urbano,esporte_lazer,7
manoel viana,brinquedos,46
mansidao,fashion_bolsas_e_acessorios,6
mansidão,fashion_bolsas_e_acessorios,1
mantena,automotivo,212
mantenopolis,brinquedos,30
mantenópolis,brinquedos,4
maquine,beleza_saude,6
maquiné,beleza_saude,2
mar de espanha,informatica_acessorios,201
mar vermelho,cool_stuff,2
mara rosa,automotivo,25
maraba,ferramentas_jardim,89
marabá,ferramentas_jardim,16
maracacume,automotivo,15
maracai,esporte_lazer,142
maracaja,esporte_lazer,20
maracaju,moveis_decoracao,424
maracajá,esporte_lazer,8
maracana,esporte_lazer,20
maracanau,moveis_decoracao,130
maracanaú,ferramentas_jardim,10
maracas,informatica_acessorios,96
maracaçumé,automotivo,2
maracaí,esporte_lazer,24
maracás,informatica_acessorios,28
maragogi,bebes,29
maragogipe,brinquedos,22
maranguape,telefonia,18
maranhaozinho,papelaria,8
maranhãozinho,papelaria,4
marataizes,esporte_lazer,632
marataízes,esporte_lazer,160
marau,utilidades_domesticas,895
maravilha,consoles_games,260
maravilhas,beleza_saude,27
marcelino vieira,perfumaria,5
marco,cool_stuff,48
marcos parente,eletronicos,5
marechal candido rondon,beleza_saude,880
marechal cândido rondon,beleza_saude,188
marechal deodoro,beleza_saude,26
marechal floriano,beleza_saude,94
maresias,beleza_saude,14
mari,automotivo,13
maria da fe,cama_mesa_banho,33
maria da fé,cama_mesa_banho,5
marialva,utilidades_domesticas,570
mariana,malas_acessorios,1704
mariano moro,informatica_acessorios,7
mariapolis,cama_mesa_banho,18
maribondo,informatica_acessorios,9
marica,relogios_presentes,654
maricá,relogios_presentes,92
mariental,portateis_casa_forno_e_cafe,1
marilac,moveis_escritorio,34
marilandia,esporte_lazer,78
marilandia do sul,cama_mesa_banho,19
marilena,cool_stuff,15
marilia,cama_mesa_banho,1716
mariluz,cama_mesa_banho,28
marilândia,esporte_lazer,18
marilândia do sul,cama_mesa_banho,7
maringa,cama_mesa_banho,3486
maringá,cama_mesa_banho,652
marinopolis,beleza_saude,14
marinópolis,beleza_saude,6
mario campos,moveis_decoracao,72
mariopolis,automotivo,21
maripa,beleza_saude,48
maripá,beleza_saude,14
maristela,construcao_ferramentas_jardim,12
marituba,cama_mesa_banho,134
mariápolis,cama_mesa_banho,3
mariópolis,automotivo,6
marmeleiro,moveis_decoracao,216
marques de souza,bebes,8
martinesia,bebes,1
martinho campos,eletrodomesticos,41
martinho prado junior,cama_mesa_banho,1
martinopolis,informatica_acessorios,360
martins,telefonia,24
martins soares,automotivo,19
martinópolis,informatica_acessorios,48
marília,cama_mesa_banho,354
mascote,eletronicos,13
massape,cama_mesa_banho,19
massapê,cama_mesa_banho,4
massaranduba,moveis_escritorio,86
mata,instrumentos_musicais,7
mata de sao joao,cama_mesa_banho,114
mata de são joão,cama_mesa_banho,14
mata grande,malas_acessorios,50
mata roma,relogios_presentes,6
mata verde,informatica_acessorios,114
matao,cama_mesa_banho,568
matelandia,telefonia,110
matelândia,telefonia,26
materlandia,cama_mesa_banho,11
materlândia,cama_mesa_banho,2
mateus leme,automotivo,214
matias barbosa,automotivo,232
matias olimpio,utilidades_domesticas,15
matias olímpio,utilidades_domesticas,10
matinhos,beleza_saude,1400
matipo,cama_mesa_banho,86
matipó,cama_mesa_banho,20
mato leitao,cds_dvds_musicais,10
mato leitão,cds_dvds_musicais,4
mato rico,malas_acessorios,7
mato verde,ferramentas_jardim,108
matoes,esporte_lazer,15
matoes do norte,beleza_saude,2
matozinhos,esporte_lazer,486
matrincha,automotivo,16
matrinchã,automotivo,1
matriz de camaragibe,beleza_saude,18
matupa,cama_mesa_banho,84
matupá,cama_mesa_banho,21
matutina,esporte_lazer,17
matão,cama_mesa_banho,110
matões,esporte_lazer,2
maua,beleza_saude,5770
maua da serra,bebes,22
maurilandia,brinquedos,20
maurilândia,brinquedos,2
mauriti,moveis_decoracao,19
mauá,beleza_saude,1388
mauá da serra,bebes,4
maximiliano de almeida,ferramentas_jardim,22
maçambará,beleza_saude,3
medeiros,beleza_saude,17
medeiros neto,ferramentas_jardim,100
medianeira,perfumaria,690
medicilandia,consoles_games,20
medicilândia,consoles_games,5
medina,fashion_bolsas_e_acessorios,156
meleiro,automotivo,22
mendes,cama_mesa_banho,303
mendes pimentel,esporte_lazer,52
mendonca,cool_stuff,21
mendonça,beleza_saude,6
mercedes,cama_mesa_banho,22
merces,beleza_saude,26
mercês,beleza_saude,3
meridiano,esporte_lazer,13
meruoca,esporte_lazer,7
mesquita,relogios_presentes,565
messias targino,esporte_lazer,3
miguel calmon,informatica_acessorios,62
miguel pereira,cama_mesa_banho,1269
miguelopolis,cama_mesa_banho,415
miguelópolis,cama_mesa_banho,110
milagres,cama_mesa_banho,18
milha,papelaria,22
milhã,papelaria,2
mimoso de goias,relogios_presentes,4
mimoso de goiás,relogios_presentes,2
mimoso do sul,cama_mesa_banho,213
minacu,telefonia,237
minas do leao,telefonia_fixa,21
minas do leão,telefonia_fixa,3
minas novas,utilidades_domesticas,110
minaçu,telefonia,39
minduri,esporte_lazer,19
mineiros,esporte_lazer,960
mineiros do tiete,beleza_saude,42
mineiros do tietê,beleza_saude,9
ministro andreazza,artigos_de_natal,3
mira estrela,perfumaria,10
miracatu,automotivo,255
miracema,beleza_saude,495
miradouro,beleza_saude,33
miraguai,cool_stuff,16
miraguaí,cool_stuff,2
mirai,cool_stuff,132
miraima,relogios_presentes,12
miranda,esporte_lazer,147
miranda do norte,beleza_saude,13
mirandiba,beleza_saude,12
mirandopolis,beleza_saude,274
mirandópolis,beleza_saude,28
miranorte,ferramentas_jardim,34
mirante da serra,informatica_acessorios,15
mirante do paranapanema,cama_mesa_banho,76
mirassol,cama_mesa_banho,2065
mirassol d oeste,moveis_decoracao,12
mirassol d'oeste,moveis_decoracao,231
mirassol doeste,moveis_decoracao,9
miravania,fashion_bolsas_e_acessorios,4
miraí,cool_stuff,24
mirinzal,beleza_saude,20
missal,informatica_acessorios,106
missao velha,automotivo,12
missão velha,automotivo,1
mocajuba,fashion_underwear_e_moda_praia,18
mococa,automotivo,359
moeda,pet_shop,22
moema,automotivo,35
mogi das cruzes,esporte_lazer,4243
mogi guacu,beleza_saude,539
mogi guaçu,beleza_saude,396
mogi mirim,cama_mesa_banho,1399
mogi-guacu,beleza_saude,1007
mogi-mirim,cama_mesa_banho,217
mogidascruzes,ferramentas_jardim,6
moju,brinquedos,36
mojui dos campos,esporte_lazer,7
mojuí dos campos,esporte_lazer,5
mombaca,utilidades_domesticas,20
mombaça,utilidades_domesticas,8
mombuca,informatica_acessorios,8
moncao,cool_stuff,14
moncoes,bebes,17
mondai,automotivo,60
mondaí,automotivo,2
mongagua,cama_mesa_banho,2472
mongaguá,cama_mesa_banho,608
monsenhor paulo,perfumaria,23
monsenhor tabosa,beleza_saude,17
montadas,beleza_saude,7
montalvania,moveis_escritorio,68
montalvânia,moveis_escritorio,8
montanha,bebes,177
montanhas,beleza_saude,6
montauri,bebes,7
monte alegre,relogios_presentes,90
monte alegre de minas,telefonia,114
monte alegre de sergipe,eletrodomesticos,10
monte alegre do sul,cama_mesa_banho,198
monte alto,cama_mesa_banho,1455
monte alverne,industria_comercio_e_negocios,1
monte aprazivel,moveis_escritorio,184
monte aprazível,moveis_escritorio,36
monte azul,esporte_lazer,100
monte azul paulista,cama_mesa_banho,973
monte belo,moveis_decoracao,176
monte belo do sul,cama_mesa_banho,16
monte bonito,cool_stuff,1
monte carlo,cama_mesa_banho,24
monte carmelo,beleza_saude,1044
monte castelo,esporte_lazer,18
monte formoso,informatica_acessorios,11
monte gordo,automotivo,10
monte gordo (camacari) - distrito,automotivo,1
monte mor,cama_mesa_banho,1211
monte santo,ferramentas_jardim,32
monte santo de minas,automotivo,204
monte siao,moveis_decoracao,420
monte sião,moveis_decoracao,72
monte verde,alimentos,32
monteiropolis,moveis_decoracao,3
montenegro,cama_mesa_banho,948
montes claros,beleza_saude,15711
montezuma,fashion_calcados,17
montividiu do norte,telefonia,5
monção,cool_stuff,2
monções,bebes,3
morada nova,automotivo,110
morada nova de minas,beleza_saude,116
moreilandia,perfumaria,18
moreilândia,perfumaria,4
moreira sales,ferramentas_jardim,27
moreno,moveis_decoracao,183
morpara,ferramentas_jardim,8
morpará,ferramentas_jardim,1
morretes,beleza_saude,94
morrinhos,ferramentas_jardim,834
morro agudo,informatica_acessorios,1650
morro agudo de goias,eletrodomesticos,9
morro agudo de goiás,eletrodomesticos,1
morro da fumaca,beleza_saude,36
morro da fumaça,beleza_saude,11
morro da garca,cool_stuff,6
morro de sao paulo,informatica_acessorios,8
morro de são paulo,informatica_acessorios,4
morro do chapeu,cama_mesa_banho,138
morro do chapéu,cama_mesa_banho,21
morro do ferro,beleza_saude,4
morro do pilar,automotivo,4
morro grande,moveis_decoracao,14
morro redondo,malas_acessorios,8
morro reuter,esporte_lazer,46
morro vermelho,informatica_acessorios,2
morungaba,beleza_saude,35
mossamedes,brinquedos,5
mossoro,moveis_decoracao,75
mossoró,moveis_decoracao,17
mossâmedes,brinquedos,2
mostardas,cama_mesa_banho,96
motuca,esporte_lazer,19
mozarlandia,utilidades_domesticas,68
mozarlândia,utilidades_domesticas,14
mucambo,cama_mesa_banho,13
mucuge,bebes,19
mucugê,bebes,8
mucuri,cool_stuff,122
mucurici,malas_acessorios,28
mujui dos campos,esporte_lazer,1
mundo novo,papelaria,76
munhoz,papelaria,40
munhoz de melo,cama_mesa_banho,17
muniz freire,bebes,30
muquem de sao francisco,informatica_acessorios,1
muquem do sao francisco,informatica_acessorios,6
muqui,cama_mesa_banho,88
muquém de são francisco,informatica_acessorios,1
muriae,moveis_decoracao,929
muriaé,moveis_decoracao,211
murici,utilidades_domesticas,14
muritiba,utilidades_domesticas,35
murucupi,eletronicos,7
murutinga do sul,audio,17
mutuipe,automotivo,66
mutum,cama_mesa_banho,396
mutum parana,instrumentos_musicais,3
mutunopolis,esporte_lazer,6
mutunópolis,esporte_lazer,2
mutuípe,automotivo,20
muzambinho,informatica_acessorios,249
mágda,automotivo,4
mário campos,moveis_decoracao,24
mãe d'água,telefonia,2
mãe do rio,beleza_saude,7
nacip raydan,fashion_calcados,13
nantes,perfumaria,13
nanuque,esporte_lazer,848
nao-me-toque,beleza_saude,261
naque-nanuque,utilidades_domesticas,2
narandiba,perfumaria,20
natal,relogios_presentes,917
natercia,moveis_decoracao,11
natividade,beleza_saude,320
natividade da serra,esporte_lazer,26
natércia,moveis_decoracao,1
navegantes,beleza_saude,730
navirai,informatica_acessorios,369
naviraí,informatica_acessorios,126
nazare,cama_mesa_banho,59
nazare da mata,telefonia,28
nazare paulista,cama_mesa_banho,114
nazareno,automotivo,33
nazario,moveis_decoracao,14
nazaré,cama_mesa_banho,13
nazaré da mata,telefonia,10
nazaré paulista,cama_mesa_banho,26
nazário,moveis_decoracao,2
neopolis,consoles_games,16
nepomuceno,industria_comercio_e_negocios,172
neropolis,beleza_saude,105
nerópolis,beleza_saude,42
neves paulista,automotivo,56
neópolis,consoles_games,3
nhandeara,esporte_lazer,180
nilopolis,cama_mesa_banho,1548
nilópolis,cama_mesa_banho,181
nipoa,automotivo,26
nipoã,automotivo,4
niquelandia,fashion_bolsas_e_acessorios,282
niquelândia,fashion_bolsas_e_acessorios,66
niteroi,utilidades_domesticas,16668
niterói,utilidades_domesticas,4616
nobres,utilidades_domesticas,28
nonoai,fashion_bolsas_e_acessorios,28
nortelandia,bebes,14
nortelândia,bebes,2
nossa senhora da gloria,ferramentas_jardim,34
nossa senhora da glória,ferramentas_jardim,5
nossa senhora das dores,relogios_presentes,15
nossa senhora das gracas,climatizacao,14
nossa senhora das graças,climatizacao,2
nossa senhora de caravaggio,cama_mesa_banho,15
nossa senhora de lourdes,utilidades_domesticas,7
nossa senhora do o,beleza_saude,15
nossa senhora do socorro,beleza_saude,302
nossa senhora do ó,beleza_saude,3
nova alvorada,beleza_saude,30
nova alvorada do sul,beleza_saude,228
nova america,informatica_acessorios,3
nova america da colina,beleza_saude,10
nova américa,informatica_acessorios,2
nova américa da colina,beleza_saude,1
nova andradina,moveis_decoracao,608
nova araca,cool_stuff,17
nova araçá,cool_stuff,3
nova aurora,brinquedos,57
nova bandeirantes,cama_mesa_banho,28
nova bassano,bebes,100
nova boa vista,cama_mesa_banho,8
nova brasilandia d oeste,beleza_saude,2
nova brasilandia d'oeste,beleza_saude,19
nova brasilandia doeste,beleza_saude,1
nova brasilândia d'oeste,beleza_saude,5
nova brescia,construcao_ferramentas_construcao,11
nova bréscia,construcao_ferramentas_construcao,4
nova campina,eletrodomesticos,14
nova canaa,cama_mesa_banho,18
nova canaa do norte,beleza_saude,27
nova canaa paulista,cool_stuff,7
nova canaã,cama_mesa_banho,4
nova canaã do norte,beleza_saude,6
nova canaã paulista,cool_stuff,3
nova cantu,esporte_lazer,24
nova crixas,beleza_saude,21
nova crixás,beleza_saude,10
nova cruz,cool_stuff,60
nova era,cama_mesa_banho,452
nova erechim,brinquedos,12
nova esperanca,esporte_lazer,270
nova esperanca do piria,relogios_presentes,16
nova esperanca do sudoeste,perfumaria,12
nova esperanca do sul,beleza_saude,110
nova esperança,esporte_lazer,54
nova esperança do piriá,relogios_presentes,3
nova esperança do sudoeste,perfumaria,3
nova esperança do sul,beleza_saude,20
nova europa,esporte_lazer,96
nova fatima,utilidades_domesticas,60
nova floresta,moveis_escritorio,11
nova friburgo,beleza_saude,1192
nova fátima,utilidades_domesticas,8
nova granada,informatica_acessorios,414
nova guarita,utilidades_domesticas,15
nova guataporanga,moveis_colchao_e_estofado,11
nova hartz,cama_mesa_banho,92
nova iguacu,moveis_decoracao,3516
nova iguaçu,cama_mesa_banho,641
nova independencia,beleza_saude,11
nova independência,beleza_saude,5
nova ipixuna,automotivo,18
nova itaberaba,esporte_lazer,8
nova lacerda,market_place,10
nova laranjeiras,automotivo,14
nova lima,informatica_acessorios,927
nova londrina,cool_stuff,146
nova luzitania,audio,11
nova mamore,fashion_bolsas_e_acessorios,6
nova mamoré,fashion_bolsas_e_acessorios,6
nova monte verde,esporte_lazer,23
nova mutum,cool_stuff,274
nova odessa,moveis_sala,325
nova olimpia,ferramentas_jardim,33
nova olinda,automotivo,44
nova olinda do maranhao,beleza_saude,9
nova olinda do maranhão,beleza_saude,1
nova olímpia,ferramentas_jardim,9
nova padua,moveis_decoracao,1
nova palma,fashion_bolsas_e_acessorios,17
nova petropolis,esporte_lazer,243
nova petrópolis,esporte_lazer,72
nova ponte,bebes,9
nova prata,pet_shop,480
nova prata do iguacu,informatica_acessorios,58
nova prata do iguaçu,informatica_acessorios,12
nova pádua,moveis_decoracao,3
nova redencao,telefonia,15
nova redencao bahia,telefonia,1
nova redenção,telefonia,5
nova resende,beleza_saude,32
nova roma,cama_mesa_banho,9
nova roma do sul,bebes,14
nova russas,automotivo,33
nova santa barbara,esporte_lazer,17
nova santa bárbara,esporte_lazer,3
nova santa rita,cool_stuff,134
nova santa rosa,construcao_ferramentas_construcao,52
nova serrana,moveis_decoracao,2611
nova soure,beleza_saude,56
nova timboteua,cama_mesa_banho,5
nova trento,brinquedos,78
nova ubirata,cama_mesa_banho,6
nova ubiratã,cama_mesa_banho,4
